ecg_mean,ecg_std,rmssd,eda_mean,eda_std,eda_auc,eda_peaks,resp_mean,resp_std,resp_bpm,label
0.0019180025373186,0.1793774823851953,167.3965311452295,0.7285514377412342,0.0139748961058694,43.71205139160157,4303,0.0130983625139508,1.8595263546570584,17.0,0
0.0009048745291573,0.1639399732301125,156.9430023632255,0.7320763815016974,0.0133689367964151,43.92355591910226,4307,0.12085694812593,2.381190540854584,15.0,0
0.0010646587869395,0.1667858627979725,165.65740837879935,0.732915679268215,0.0131987984915125,24.080480030604768,2273,-0.1114409073539402,2.996677641480841,14.608695652173914,0
0.0012181309291294,0.1634006501973072,99.90927927795556,0.8492016383579799,0.0165412915208135,50.95087541852679,6790,0.0782909574962797,4.208293832899766,25.0,0
0.0011661344255719,0.1411516393421009,115.59108207055358,0.8770996275402251,0.013931372267168,52.62472152709961,7924,0.0909203665597098,3.7199856947975247,13.0,0
0.0013891656058175,0.1364279734062679,37.73152263629863,0.879492814200265,0.0139082381684787,52.76832825796944,6115,0.0607790992373511,2.450218083407901,18.0,0
0.0013404148646763,0.1354448342943114,32.723414281679325,0.8834512892223539,0.0138721094993596,53.00579425266811,5094,0.11844482421875,2.401846677389624,17.0,0
0.0011611557006835,0.1376059867458178,27.389273022533644,0.8868841080438523,0.01375360916692,53.211793082101,6172,0.0844279697963169,2.84672009940942,21.0,0
0.001769663129534,0.1866421135788896,106.63023435759746,0.890456045241583,0.0141004202659375,53.42609432765416,6280,-0.1294413612002418,3.7182387575382174,16.0,0
0.000999410356794,0.1401070387954321,101.2270483509782,0.9555216471354168,0.0134428768140208,57.32994324820382,4265,0.1444786071777343,3.0498033270161087,17.0,0
0.0015011749267578,0.1386251350020678,70.38142209223273,0.9545413970947264,0.013501451047528,57.271121978759766,4974,0.093097432454427,2.647640853012052,18.0,0
0.0014103753226143,0.1420797680467006,67.64685461110155,0.9534024193173364,0.0134978580155447,57.20276641845703,6292,-0.0304844084240141,3.1197281448511496,18.0,0
0.0011185477120535,0.1406218773419958,149.44886951089367,0.9547795976911272,0.0139400661707642,57.28540311540876,6772,0.057271248953683,4.353687945944969,13.0,0
0.0014703009469168,0.1341026327389496,155.52871060634604,0.996965217590332,0.0146777176273443,59.816512789045056,8034,0.1777640933082217,4.634009091329014,9.0,0
0.0014598137991768,0.1372734261429201,40.24615616949964,0.9993583406720844,0.0134813633013677,59.9600636618478,8042,0.1206320263090587,3.013876380563021,17.0,0
0.0012618255615234,0.138565721057329,50.41333945186492,0.9994547889346168,0.0133804583522984,59.96586663382394,7936,0.0790240696498325,2.6787478340567223,18.0,0
0.0012882788521902,0.1369402462691351,79.63044897124055,1.0003118333362395,0.0132727677186892,60.017294202532085,7979,0.1396919977097284,2.761206510093555,19.0,0
0.0011862455095563,0.1471323705871996,76.36930278693963,1.0029179800124397,0.0139148253734107,60.17365373883928,7847,0.0278480893089657,3.348247705817324,16.0,0
0.0011066709245954,0.1654155084597439,83.98958400794625,1.0080813725789388,0.0139870715647677,60.483446393694194,7879,0.0086600894019717,2.8404918957947074,13.0,0
0.0012253167288643,0.1625745538809541,107.27827292318074,1.028607177734375,0.0242379921028752,61.71496636526925,7164,0.0101397196451822,1.1443396375790793,21.0,0
0.0017393537248883,0.1515251313162368,106.23448673041692,1.062679236275809,0.0242957262975973,63.75923074994768,9127,0.1769796098981584,1.1281926832036249,22.0,0
0.0012232240949358,0.1578760204398543,10.511807529825804,1.1042044503348214,0.0293952777670419,66.25066130501884,9099,0.0761153084891183,3.5127220516631943,7.0,0
